respondent_id,_true_persona_segment,_is_noisy_responder,_is_outlier,A1_age_group,A2_residency_status,A3_emirate,A4_occupation_status,A5_gender,B1_stress_frequency,B2_stress_severity_1to10,B4_coping_ability,C1_stigma_comfort_1to5,C2_stigma_judged,D1_interest_in_tool,D3_recommend_likelihood_1to5,E1_ai_comfort_1to5,E4_ai_rec_likelihood_1to5,E5_trust_preference,F1_would_use,F2_would_pay,F4_language_preference,B3_Academics / studies,B3_Career or work,B3_Cultural or religious expectations,B3_Family expectations,B3_Friendships or romantic relationships,B3_Future or financial uncertainty,B3_Other,B3_Social media or self-image,B5_Family,B5_Friends,B5_No one,B5_Online community,B5_Other,B5_Religious or community figure,B5_Teacher or mentor,B5_Therapist or counselor,C3_Cost,C3_Dont know where to go,C3_Family disapproval,C3_Fear of being judged,C3_Feel its not serious enough,C3_Lack of privacy,C3_Lack of time,C3_Nothing stops me,D2_24/7 chat-based support,D2_Academic or work-life coaching,D2_Access to licensed therapists,D2_Crisis support,D2_Mood tracking over time,D2_Peer community my age,D2_Personalized advice,D2_Quick stress relief techniques,E2_Accuracy or safety of advice,E2_Cant replace real therapy,E2_Conflicts with religious or cultural values,E2_Lack of real empathy,E2_No real concerns,E2_Privacy or data security,E3_Built with mental health professionals,E3_Endorsed by religious or community leaders,E3_Free or low-cost access,E3_Nothing would increase trust,E3_Option to escalate to human,E3_Positive reviews from peers,E3_Strong privacy guarantees,F3_In-person workshops,F3_Mobile app,F3_Social media-based content,F3_Website,F3_WhatsApp or chat-based
303,Low_Need_Indifferent,0,0,25-27,Expatriate resident,Abu Dhabi,Working professional,Female,Rarely,3,Somewhat,4,Not really,Definitely not,2,3,2,No preference,No,No,English,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0
304,Low_Need_Indifferent,0,0,21-24,Expatriate resident,Dubai,Working professional,Female,Never,2,"Yes, definitely",3,Not really,Probably not,3,2,2,No preference,No,No,Both English and Arabic,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
305,Low_Need_Indifferent,0,0,18-20,Expatriate resident,Abu Dhabi,Working professional,Prefer not to say,Never,4,"Yes, definitely",3,"Yes, a lot",Probably,2,3,1,AI + human (hybrid),Maybe,No,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
306,Curious_Pragmatist,1,0,15-17,Expatriate resident,Ras Al Khaimah,In school (middle/high school),Female,Never,4,Somewhat,3,Not at all,Not sure,3,4,4,AI + human (hybrid),Maybe,Not sure,English,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
307,Curious_Pragmatist,0,0,21-24,UAE National (Emirati),Ras Al Khaimah,In college or university,Female,Often,4,Somewhat,4,Not at all,Probably,4,2,3,Human professional only,Maybe,Only if free version available,Both English and Arabic,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0
308,Curious_Pragmatist,0,0,15-17,UAE National (Emirati),Dubai,In school (middle/high school),Female,Sometimes,7,Somewhat,3,"Yes, a lot",Not sure,3,4,4,AI on its own,Maybe,Only if free version available,English,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
309,Distressed_Skeptic,0,0,21-24,Expatriate resident,Ras Al Khaimah,In college or university,Female,Almost always,8,"No, not really",2,"Yes, a lot",Probably,3,2,1,Human professional only,No,No,English,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0
310,Tech_Savvy_Trusting,0,0,18-20,Expatriate resident,Sharjah,In college or university,Female,Often,6,Somewhat,3,"Yes, a lot",Probably,4,5,5,AI on its own,"Yes, definitely","Yes, willing to pay",Both English and Arabic,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
311,Curious_Pragmatist,0,0,21-24,UAE National (Emirati),Ras Al Khaimah,Working professional,Female,Almost always,6,"No, not really",2,Not at all,Definitely,3,3,3,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",Both English and Arabic,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
312,Curious_Pragmatist,0,0,21-24,UAE National (Emirati),Abu Dhabi,In college or university,Female,Often,7,"No, not really",3,Somewhat,Probably,4,2,4,AI + human (hybrid),No,Only if free version available,Both English and Arabic,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
313,Curious_Pragmatist,1,0,21-24,Expatriate resident,Sharjah,Working professional,Male,Often,6,Not sure,2,Not at all,Not sure,4,4,4,AI + human (hybrid),Maybe,"Yes, willing to pay",Both English and Arabic,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0
314,Low_Need_Indifferent,0,0,15-17,Expatriate resident,Dubai,Currently not studying or working,Female,Rarely,3,Not sure,3,Somewhat,Probably not,2,2,3,Human professional only,No,No,Both English and Arabic,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
315,Curious_Pragmatist,0,0,25-27,Expatriate resident,Dubai,Working professional,Male,Often,6,"Yes, definitely",3,Not really,Definitely,3,3,3,Human professional only,"Yes, definitely","Yes, willing to pay",English,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1
316,Tech_Savvy_Trusting,0,0,18-20,Expatriate resident,Dubai,In college or university,Female,Sometimes,6,Somewhat,3,Not at all,Definitely,5,5,5,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",English,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
317,Resilient_Optimizer,1,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Prefer not to say,Sometimes,4,"Yes, definitely",3,Somewhat,Probably not,4,3,4,Human professional only,"Yes, definitely",Not sure,Both English and Arabic,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1
318,Curious_Pragmatist,0,0,18-20,Expatriate resident,Ajman,In college or university,Female,Often,7,Not sure,4,Somewhat,Not sure,3,3,4,Human professional only,"Yes, definitely",Only if free version available,English,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
319,Distressed_Skeptic,1,0,12-14,UAE National (Emirati),Sharjah,In school (middle/high school),Male,Almost always,7,Somewhat,2,"Yes, a lot",Probably,2,1,2,AI + human (hybrid),Maybe,No,English,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
320,Tech_Savvy_Trusting,0,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Female,Often,9,Somewhat,3,Not really,Definitely,5,5,5,AI + human (hybrid),"Yes, definitely",No,Both English and Arabic,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1
321,Resilient_Optimizer,0,0,18-20,Expatriate resident,Dubai,In college or university,Prefer not to say,Sometimes,4,"Yes, definitely",5,Somewhat,Probably,4,4,4,Human professional only,No,Only if free version available,Arabic,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
322,Distressed_Skeptic,0,0,25-27,International student (short-term),Abu Dhabi,Working professional,Male,Almost always,10,"No, not really",2,"Yes, a lot",Probably not,2,1,2,Human professional only,No,Not sure,Both English and Arabic,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
323,Low_Need_Indifferent,0,1,12-14,Expatriate resident,Abu Dhabi,In school (middle/high school),Prefer not to say,Sometimes,2,Somewhat,2,Not at all,Probably not,4,3,1,Human professional only,No,No,English,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324,Tech_Savvy_Trusting,0,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Female,Often,8,"Yes, definitely",2,Not at all,Probably,5,4,3,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",English,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
325,Resilient_Optimizer,0,0,15-17,UAE National (Emirati),Umm Al Quwain,In school (middle/high school),Female,Often,4,"Yes, definitely",4,Not really,Not sure,5,4,1,Human professional only,"Yes, definitely",Only if free version available,Arabic,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
326,Distressed_Skeptic,1,0,12-14,Expatriate resident,Dubai,In school (middle/high school),Female,Often,8,Not sure,2,"Yes, a lot",Definitely not,2,2,2,No preference,No,Only if free version available,Both English and Arabic,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
327,Distressed_Skeptic,0,0,21-24,Expatriate resident,Sharjah,In college or university,Prefer not to say,Almost always,7,"No, not really",1,"Yes, a lot",Not sure,2,2,2,Human professional only,Maybe,No,Both English and Arabic,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1
328,Resilient_Optimizer,0,0,12-14,Expatriate resident,Dubai,In school (middle/high school),Male,Often,5,Somewhat,4,Somewhat,Probably,3,4,4,AI + human (hybrid),No,"Yes, willing to pay",Both English and Arabic,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
329,Distressed_Skeptic,0,0,21-24,Expatriate resident,Dubai,In college or university,Female,Almost always,7,"No, not really",1,Somewhat,Probably not,3,2,1,AI + human (hybrid),No,No,Both English and Arabic,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
330,Distressed_Skeptic,0,0,25-27,Expatriate resident,Dubai,Working professional,Prefer not to say,Often,8,"No, not really",2,Somewhat,Definitely,2,2,2,AI + human (hybrid),No,Not sure,English,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
331,Curious_Pragmatist,0,0,18-20,Expatriate resident,Abu Dhabi,In college or university,Female,Often,9,Somewhat,4,Not at all,Probably not,4,3,5,Human professional only,Maybe,Only if free version available,Arabic,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1
332,Curious_Pragmatist,0,0,18-20,Expatriate resident,Ajman,Working professional,Female,Almost always,6,Not sure,2,Somewhat,Definitely not,4,3,2,AI on its own,"Yes, definitely",Not sure,English,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
333,Low_Need_Indifferent,0,0,15-17,Expatriate resident,Sharjah,In school (middle/high school),Female,Sometimes,3,"Yes, definitely",4,Somewhat,Not sure,2,4,3,No preference,No,No,Both English and Arabic,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
334,Distressed_Skeptic,0,0,15-17,International student (short-term),Abu Dhabi,In school (middle/high school),Female,Almost always,9,"No, not really",2,Somewhat,Probably,2,2,3,No preference,Maybe,No,English,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1
335,Resilient_Optimizer,1,0,25-27,Expatriate resident,Dubai,Working professional,Male,Sometimes,4,"Yes, definitely",5,Somewhat,Not sure,2,3,3,No preference,"Yes, definitely",Only if free version available,English,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1
336,Distressed_Skeptic,0,0,18-20,International student (short-term),Dubai,Both studying and working,Prefer not to say,Often,8,Not sure,1,Somewhat,Not sure,1,2,2,Human professional only,Maybe,Only if free version available,English,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0
337,Tech_Savvy_Trusting,0,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Female,Often,8,"Yes, definitely",4,Not really,Not sure,3,5,4,No preference,"Yes, definitely","Yes, willing to pay",Both English and Arabic,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1
338,Distressed_Skeptic,0,0,25-27,Other,Sharjah,Working professional,Male,Almost always,8,"No, not really",2,"Yes, a lot",Definitely,3,1,3,Human professional only,No,No,English,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
339,Curious_Pragmatist,0,0,15-17,UAE National (Emirati),Sharjah,In school (middle/high school),Female,Sometimes,6,"No, not really",4,Somewhat,Definitely,4,3,4,AI + human (hybrid),"Yes, definitely",Only if free version available,Arabic,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
340,Distressed_Skeptic,0,0,18-20,UAE National (Emirati),Abu Dhabi,Currently not studying or working,Male,Almost always,7,"No, not really",2,"Yes, a lot",Probably not,3,2,2,Human professional only,No,No,Both English and Arabic,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1
341,Curious_Pragmatist,0,0,18-20,Expatriate resident,Dubai,In college or university,Female,Often,4,"No, not really",3,Somewhat,Probably,3,3,3,AI on its own,"Yes, definitely",Only if free version available,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
342,Curious_Pragmatist,0,0,18-20,International student (short-term),Dubai,In college or university,Female,Almost always,7,Not sure,2,"Yes, a lot",Definitely not,3,4,5,AI + human (hybrid),"Yes, definitely",Only if free version available,English,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1
343,Low_Need_Indifferent,0,0,25-27,UAE National (Emirati),Dubai,Both studying and working,Male,Never,4,Not sure,4,Not really,Not sure,2,1,2,No preference,Maybe,No,Both English and Arabic,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
344,Curious_Pragmatist,0,0,15-17,Expatriate resident,Abu Dhabi,In school (middle/high school),Prefer not to say,Sometimes,3,Somewhat,3,"Yes, a lot",Not sure,4,4,3,Human professional only,"Yes, definitely",Only if free version available,English,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
345,Distressed_Skeptic,0,0,18-20,Other,Sharjah,Both studying and working,Prefer not to say,Almost always,7,Not sure,1,Somewhat,Definitely not,3,3,2,AI + human (hybrid),No,No,Both English and Arabic,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1
346,Resilient_Optimizer,0,0,21-24,Expatriate resident,Ras Al Khaimah,Both studying and working,Prefer not to say,Never,5,"Yes, definitely",4,Somewhat,Not sure,5,3,3,AI + human (hybrid),Maybe,Not sure,Both English and Arabic,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
347,Tech_Savvy_Trusting,0,0,21-24,Expatriate resident,Dubai,Both studying and working,Male,Often,6,Somewhat,3,Somewhat,Definitely,4,5,4,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",English,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
348,Resilient_Optimizer,0,0,25-27,Expatriate resident,Dubai,Both studying and working,Male,Sometimes,6,Somewhat,4,Not really,Probably not,3,4,3,AI on its own,No,Only if free version available,Both English and Arabic,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
349,Distressed_Skeptic,0,0,21-24,International student (short-term),Dubai,Working professional,Prefer not to say,Often,8,Somewhat,1,"Yes, a lot",Not sure,2,2,2,AI + human (hybrid),Maybe,"Yes, willing to pay",English,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
350,Curious_Pragmatist,0,0,25-27,Expatriate resident,Ras Al Khaimah,Working professional,Male,Almost always,7,"Yes, definitely",4,Not really,Probably,4,3,4,No preference,"Yes, definitely","Yes, willing to pay",English,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
351,Distressed_Skeptic,0,0,18-20,UAE National (Emirati),Sharjah,In college or university,Male,Sometimes,9,"No, not really",1,Not really,Probably not,2,3,1,Human professional only,Maybe,No,Both English and Arabic,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
352,Distressed_Skeptic,0,0,12-14,UAE National (Emirati),Sharjah,In school (middle/high school),Female,Often,7,"No, not really",1,"Yes, a lot",Not sure,1,2,2,Human professional only,Maybe,No,Both English and Arabic,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
353,Distressed_Skeptic,0,0,18-20,Expatriate resident,Abu Dhabi,In college or university,Female,Almost always,8,Not sure,2,Not really,Definitely not,2,1,2,AI + human (hybrid),Maybe,No,Both English and Arabic,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1
354,Curious_Pragmatist,0,0,21-24,Expatriate resident,Dubai,In college or university,Prefer not to say,Rarely,6,"No, not really",4,Somewhat,Definitely,4,4,4,AI + human (hybrid),"Yes, definitely",Only if free version available,Other,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
355,Distressed_Skeptic,0,0,12-14,Expatriate resident,Abu Dhabi,In school (middle/high school),Male,Often,8,Somewhat,2,Not really,Definitely,3,2,2,Human professional only,No,No,Both English and Arabic,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
356,Distressed_Skeptic,0,0,25-27,International student (short-term),Sharjah,Both studying and working,Male,Often,9,Not sure,3,Somewhat,Definitely not,2,1,1,No preference,No,No,Both English and Arabic,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0
357,Tech_Savvy_Trusting,0,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Male,Often,7,Somewhat,2,"Yes, a lot",Definitely,5,4,4,AI on its own,Maybe,"Yes, willing to pay",English,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0
358,Curious_Pragmatist,0,0,21-24,UAE National (Emirati),Dubai,In college or university,Female,Rarely,5,Not sure,4,Somewhat,Probably,5,2,4,Human professional only,Maybe,Only if free version available,Arabic,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
359,Distressed_Skeptic,0,0,25-27,Expatriate resident,Abu Dhabi,Working professional,Female,Often,10,Somewhat,2,"Yes, a lot",Probably,2,2,1,AI + human (hybrid),No,No,English,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
360,Low_Need_Indifferent,0,1,21-24,UAE National (Emirati),Dubai,Working professional,Male,Never,3,Somewhat,4,Somewhat,Not sure,2,2,1,AI on its own,No,No,Both English and Arabic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,Curious_Pragmatist,0,0,18-20,UAE National (Emirati),Sharjah,Both studying and working,Male,Sometimes,6,Somewhat,2,"Yes, a lot",Definitely,4,3,4,No preference,Maybe,No,Both English and Arabic,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
362,Curious_Pragmatist,0,0,21-24,Expatriate resident,Abu Dhabi,Working professional,Male,Often,6,"Yes, definitely",2,"Yes, a lot",Probably,3,2,4,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",English,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0
363,Curious_Pragmatist,0,0,21-24,International student (short-term),Dubai,In college or university,Male,Sometimes,6,"Yes, definitely",3,"Yes, a lot",Probably,4,3,3,Human professional only,"Yes, definitely","Yes, willing to pay",English,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
364,Curious_Pragmatist,0,0,18-20,UAE National (Emirati),Abu Dhabi,In college or university,Female,Sometimes,5,Not sure,4,"Yes, a lot",Probably,4,5,4,No preference,"Yes, definitely",Only if free version available,Both English and Arabic,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1
365,Low_Need_Indifferent,0,0,21-24,Expatriate resident,Abu Dhabi,In college or university,Male,Often,4,Somewhat,5,Not really,Not sure,2,2,3,No preference,No,No,Both English and Arabic,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1
366,Curious_Pragmatist,0,0,15-17,International student (short-term),Dubai,In school (middle/high school),Male,Often,7,Somewhat,2,Not really,Probably,3,3,4,AI + human (hybrid),Maybe,No,English,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
367,Curious_Pragmatist,0,1,15-17,Expatriate resident,Dubai,In school (middle/high school),Male,Sometimes,6,Somewhat,3,"Yes, a lot",Probably,4,3,3,No preference,Maybe,"Yes, willing to pay",English,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
